n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX2
10,4x3,cauchy,ART,0.05,0.5,0,0,0.3795
10,4x3,cauchy,INT,0.05,0.5,0,0,0.0499
10,4x3,cauchy,PAR,0.01,0.5,0,0,0.0023
10,4x3,cauchy,RNK,0.01,0.5,0,0,0.0107
10,4x3,cauchy,ART,0.01,0.5,0,0,0.289
10,4x3,cauchy,INT,0.01,0.5,0,0,0.01
10,4x3,cauchy,PAR,0.05,1,0,0,0.0249
10,4x3,cauchy,RNK,0.05,1,0,0,0.0536
10,4x3,cauchy,ART,0.05,1,0,0,0.3677
10,4x3,cauchy,INT,0.05,1,0,0,0.0512
10,4x3,cauchy,PAR,0.01,1,0,0,0.0024
10,4x3,cauchy,RNK,0.01,1,0,0,0.0115
10,4x3,cauchy,ART,0.01,1,0,0,0.2815
10,4x3,cauchy,INT,0.01,1,0,0,0.0113
10,4x3,cauchy,PAR,0.05,2,0,0,0.0267
10,4x3,cauchy,RNK,0.05,2,0,0,0.053
10,4x3,cauchy,ART,0.05,2,0,0,0.3725
10,4x3,cauchy,INT,0.05,2,0,0,0.0539
10,4x3,cauchy,PAR,0.01,2,0,0,0.0023
10,4x3,cauchy,RNK,0.01,2,0,0,0.0121
10,4x3,cauchy,ART,0.01,2,0,0,0.2852
10,4x3,cauchy,INT,0.01,2,0,0,0.0115
10,4x3,cauchy,PAR,0.05,4,0,0,0.0255
10,4x3,cauchy,RNK,0.05,4,0,0,0.0479
10,4x3,cauchy,ART,0.05,4,0,0,0.367
10,4x3,cauchy,INT,0.05,4,0,0,0.0481
10,4x3,cauchy,PAR,0.01,4,0,0,0.0026
10,4x3,cauchy,RNK,0.01,4,0,0,0.0094
10,4x3,cauchy,ART,0.01,4,0,0,0.2795
10,4x3,cauchy,INT,0.01,4,0,0,0.0098
10,4x3,cauchy,PAR,0.05,8,0,0,0.0259
10,4x3,cauchy,RNK,0.05,8,0,0,0.052
10,4x3,cauchy,ART,0.05,8,0,0,0.38
10,4x3,cauchy,INT,0.05,8,0,0,0.051
10,4x3,cauchy,PAR,0.01,8,0,0,0.0021
10,4x3,cauchy,RNK,0.01,8,0,0,0.0101
10,4x3,cauchy,ART,0.01,8,0,0,0.2877
10,4x3,cauchy,INT,0.01,8,0,0,0.0093
20,4x3,cauchy,PAR,0.05,0,0,0,0.0288
20,4x3,cauchy,RNK,0.05,0,0,0,0.0504
20,4x3,cauchy,ART,0.05,0,0,0,0.4227
20,4x3,cauchy,INT,0.05,0,0,0,0.0488
20,4x3,cauchy,PAR,0.01,0,0,0,0.0023
20,4x3,cauchy,RNK,0.01,0,0,0,0.0109
20,4x3,cauchy,ART,0.01,0,0,0,0.3408
20,4x3,cauchy,INT,0.01,0,0,0,0.0109
20,4x3,cauchy,PAR,0.05,0.5,0,0,0.0243
20,4x3,cauchy,RNK,0.05,0.5,0,0,0.0485
20,4x3,cauchy,ART,0.05,0.5,0,0,0.4304
20,4x3,cauchy,INT,0.05,0.5,0,0,0.0494
20,4x3,cauchy,PAR,0.01,0.5,0,0,0.0025
20,4x3,cauchy,RNK,0.01,0.5,0,0,0.009
20,4x3,cauchy,ART,0.01,0.5,0,0,0.3495
20,4x3,cauchy,INT,0.01,0.5,0,0,0.0094
20,4x3,cauchy,PAR,0.05,1,0,0,0.0269
20,4x3,cauchy,RNK,0.05,1,0,0,0.0485
20,4x3,cauchy,ART,0.05,1,0,0,0.424
20,4x3,cauchy,INT,0.05,1,0,0,0.0482
20,4x3,cauchy,PAR,0.01,1,0,0,0.0029
20,4x3,cauchy,RNK,0.01,1,0,0,0.0082
20,4x3,cauchy,ART,0.01,1,0,0,0.3421
20,4x3,cauchy,INT,0.01,1,0,0,0.0085
20,4x3,cauchy,PAR,0.05,2,0,0,0.0272
20,4x3,cauchy,RNK,0.05,2,0,0,0.0493
20,4x3,cauchy,ART,0.05,2,0,0,0.4218
20,4x3,cauchy,INT,0.05,2,0,0,0.0486
20,4x3,cauchy,PAR,0.01,2,0,0,0.0027
20,4x3,cauchy,RNK,0.01,2,0,0,0.0115
20,4x3,cauchy,ART,0.01,2,0,0,0.3443
20,4x3,cauchy,INT,0.01,2,0,0,0.0101
20,4x3,cauchy,PAR,0.05,4,0,0,0.0249
20,4x3,cauchy,RNK,0.05,4,0,0,0.0486
20,4x3,cauchy,ART,0.05,4,0,0,0.4245
20,4x3,cauchy,INT,0.05,4,0,0,0.0474
20,4x3,cauchy,PAR,0.01,4,0,0,0.002
20,4x3,cauchy,RNK,0.01,4,0,0,0.0094
20,4x3,cauchy,ART,0.01,4,0,0,0.3435
20,4x3,cauchy,INT,0.01,4,0,0,0.0095
20,4x3,cauchy,PAR,0.05,8,0,0,0.0287
20,4x3,cauchy,RNK,0.05,8,0,0,0.0481
20,4x3,cauchy,ART,0.05,8,0,0,0.4265
20,4x3,cauchy,INT,0.05,8,0,0,0.0486
20,4x3,cauchy,PAR,0.01,8,0,0,0.0023
20,4x3,cauchy,RNK,0.01,8,0,0,0.0103
20,4x3,cauchy,ART,0.01,8,0,0,0.3449
20,4x3,cauchy,INT,0.01,8,0,0,0.0103
30,4x3,cauchy,PAR,0.05,0,0,0,0.0293
30,4x3,cauchy,RNK,0.05,0,0,0,0.0507
30,4x3,cauchy,ART,0.05,0,0,0,0.4529
30,4x3,cauchy,INT,0.05,0,0,0,0.0519
30,4x3,cauchy,PAR,0.01,0,0,0,0.0025
30,4x3,cauchy,RNK,0.01,0,0,0,0.0117
30,4x3,cauchy,ART,0.01,0,0,0,0.3767
30,4x3,cauchy,INT,0.01,0,0,0,0.0111
30,4x3,cauchy,PAR,0.05,0.5,0,0,0.0271
30,4x3,cauchy,RNK,0.05,0.5,0,0,0.0501
30,4x3,cauchy,ART,0.05,0.5,0,0,0.4519
30,4x3,cauchy,INT,0.05,0.5,0,0,0.0509
30,4x3,cauchy,PAR,0.01,0.5,0,0,0.0023
30,4x3,cauchy,RNK,0.01,0.5,0,0,0.0115
30,4x3,cauchy,ART,0.01,0.5,0,0,0.3757
30,4x3,cauchy,INT,0.01,0.5,0,0,0.0119
30,4x3,cauchy,PAR,0.05,1,0,0,0.0256
30,4x3,cauchy,RNK,0.05,1,0,0,0.0473
30,4x3,cauchy,ART,0.05,1,0,0,0.4563
30,4x3,cauchy,INT,0.05,1,0,0,0.0496
30,4x3,cauchy,PAR,0.01,1,0,0,0.0021
30,4x3,cauchy,RNK,0.01,1,0,0,0.0086
30,4x3,cauchy,ART,0.01,1,0,0,0.3769
30,4x3,cauchy,INT,0.01,1,0,0,0.0081
30,4x3,cauchy,PAR,0.05,2,0,0,0.0275
30,4x3,cauchy,RNK,0.05,2,0,0,0.0498
30,4x3,cauchy,ART,0.05,2,0,0,0.4443
30,4x3,cauchy,INT,0.05,2,0,0,0.0501
30,4x3,cauchy,PAR,0.01,2,0,0,0.0028
30,4x3,cauchy,RNK,0.01,2,0,0,0.0097
30,4x3,cauchy,ART,0.01,2,0,0,0.3702
30,4x3,cauchy,INT,0.01,2,0,0,0.0107
30,4x3,cauchy,PAR,0.05,4,0,0,0.0235
30,4x3,cauchy,RNK,0.05,4,0,0,0.0469
30,4x3,cauchy,ART,0.05,4,0,0,0.4637
30,4x3,cauchy,INT,0.05,4,0,0,0.0456
30,4x3,cauchy,PAR,0.01,4,0,0,0.0017
30,4x3,cauchy,RNK,0.01,4,0,0,0.0108
30,4x3,cauchy,ART,0.01,4,0,0,0.3863
30,4x3,cauchy,INT,0.01,4,0,0,0.0105
30,4x3,cauchy,PAR,0.05,8,0,0,0.0281
30,4x3,cauchy,RNK,0.05,8,0,0,0.0514
30,4x3,cauchy,ART,0.05,8,0,0,0.4498
30,4x3,cauchy,INT,0.05,8,0,0,0.0521
30,4x3,cauchy,PAR,0.01,8,0,0,0.002
30,4x3,cauchy,RNK,0.01,8,0,0,0.0105
30,4x3,cauchy,ART,0.01,8,0,0,0.3727
30,4x3,cauchy,INT,0.01,8,0,0,0.0113
10,4x3,binom,PAR,0.05,0,0,0,0.0528
10,4x3,binom,RNK,0.05,0,0,0,0.0518
10,4x3,binom,ART,0.05,0,0,0,0.0682
10,4x3,binom,INT,0.05,0,0,0,0.054
10,4x3,binom,PAR,0.01,0,0,0,0.0099
10,4x3,binom,RNK,0.01,0,0,0,0.0105
10,4x3,binom,ART,0.01,0,0,0,0.0173
10,4x3,binom,INT,0.01,0,0,0,0.0097
10,4x3,binom,PAR,0.05,0.5,0,0,0.0514
10,4x3,binom,RNK,0.05,0.5,0,0,0.0515
10,4x3,binom,ART,0.05,0.5,0,0,0.0688
10,4x3,binom,INT,0.05,0.5,0,0,0.051
10,4x3,binom,PAR,0.01,0.5,0,0,0.0111
10,4x3,binom,RNK,0.01,0.5,0,0,0.0112
10,4x3,binom,ART,0.01,0.5,0,0,0.0173
10,4x3,binom,INT,0.01,0.5,0,0,0.0114
10,4x3,binom,PAR,0.05,1,0,0,0.0446
10,4x3,binom,RNK,0.05,1,0,0,0.0449
10,4x3,binom,ART,0.05,1,0,0,0.0669
10,4x3,binom,INT,0.05,1,0,0,0.0449
10,4x3,binom,PAR,0.01,1,0,0,0.0079
10,4x3,binom,RNK,0.01,1,0,0,0.0084
10,4x3,binom,ART,0.01,1,0,0,0.0164
10,4x3,binom,INT,0.01,1,0,0,0.0081
10,4x3,binom,PAR,0.05,2,0,0,0.0503
10,4x3,binom,RNK,0.05,2,0,0,0.054
10,4x3,binom,ART,0.05,2,0,0,0.1239
10,4x3,binom,INT,0.05,2,0,0,0.0525
10,4x3,binom,PAR,0.01,2,0,0,0.0117
10,4x3,binom,RNK,0.01,2,0,0,0.0109
10,4x3,binom,ART,0.01,2,0,0,0.0389
10,4x3,binom,INT,0.01,2,0,0,0.011
10,4x3,binom,PAR,0.05,4,0,0,0.0447
10,4x3,binom,RNK,0.05,4,0,0,0.0491
10,4x3,binom,ART,0.05,4,0,0,0.2887
10,4x3,binom,INT,0.05,4,0,0,0.0463
10,4x3,binom,PAR,0.01,4,0,0,0.0097
10,4x3,binom,RNK,0.01,4,0,0,0.0086
10,4x3,binom,ART,0.01,4,0,0,0.1511
10,4x3,binom,INT,0.01,4,0,0,0.0088
10,4x3,binom,PAR,0.05,8,0,0,0.0437
10,4x3,binom,RNK,0.05,8,0,0,0.0462
10,4x3,binom,ART,0.05,8,0,0,0.5878
10,4x3,binom,INT,0.05,8,0,0,0.0449
10,4x3,binom,PAR,0.01,8,0,0,0.0095
10,4x3,binom,RNK,0.01,8,0,0,0.0089
10,4x3,binom,ART,0.01,8,0,0,0.4447
10,4x3,binom,INT,0.01,8,0,0,0.0089
20,4x3,binom,PAR,0.05,0,0,0,0.0475
20,4x3,binom,RNK,0.05,0,0,0,0.047
20,4x3,binom,ART,0.05,0,0,0,0.0757
20,4x3,binom,INT,0.05,0,0,0,0.0474
20,4x3,binom,PAR,0.01,0,0,0,0.0095
20,4x3,binom,RNK,0.01,0,0,0,0.0106
20,4x3,binom,ART,0.01,0,0,0,0.0197
20,4x3,binom,INT,0.01,0,0,0,0.0099
20,4x3,binom,PAR,0.05,0.5,0,0,0.0453
20,4x3,binom,RNK,0.05,0.5,0,0,0.0464
20,4x3,binom,ART,0.05,0.5,0,0,0.0785
20,4x3,binom,INT,0.05,0.5,0,0,0.0453
20,4x3,binom,PAR,0.01,0.5,0,0,0.0102
20,4x3,binom,RNK,0.01,0.5,0,0,0.0099
20,4x3,binom,ART,0.01,0.5,0,0,0.0191
20,4x3,binom,INT,0.01,0.5,0,0,0.0099
20,4x3,binom,PAR,0.05,1,0,0,0.0471
20,4x3,binom,RNK,0.05,1,0,0,0.0495
20,4x3,binom,ART,0.05,1,0,0,0.0881
20,4x3,binom,INT,0.05,1,0,0,0.0488
20,4x3,binom,PAR,0.01,1,0,0,0.0091
20,4x3,binom,RNK,0.01,1,0,0,0.0096
20,4x3,binom,ART,0.01,1,0,0,0.0274
20,4x3,binom,INT,0.01,1,0,0,0.0097
20,4x3,binom,PAR,0.05,2,0,0,0.0475
20,4x3,binom,RNK,0.05,2,0,0,0.05
20,4x3,binom,ART,0.05,2,0,0,0.1549
20,4x3,binom,INT,0.05,2,0,0,0.0485
20,4x3,binom,PAR,0.01,2,0,0,0.0089
20,4x3,binom,RNK,0.01,2,0,0,0.0095
20,4x3,binom,ART,0.01,2,0,0,0.0601
20,4x3,binom,INT,0.01,2,0,0,0.0096
20,4x3,binom,PAR,0.05,4,0,0,0.0431
20,4x3,binom,RNK,0.05,4,0,0,0.0463
20,4x3,binom,ART,0.05,4,0,0,0.3619
20,4x3,binom,INT,0.05,4,0,0,0.0475
20,4x3,binom,PAR,0.01,4,0,0,0.0078
20,4x3,binom,RNK,0.01,4,0,0,0.0095
20,4x3,binom,ART,0.01,4,0,0,0.2283
20,4x3,binom,INT,0.01,4,0,0,0.0085
20,4x3,binom,PAR,0.05,8,0,0,0.0425
20,4x3,binom,RNK,0.05,8,0,0,0.0457
20,4x3,binom,ART,0.05,8,0,0,0.6868
20,4x3,binom,INT,0.05,8,0,0,0.045
20,4x3,binom,PAR,0.01,8,0,0,0.0069
20,4x3,binom,RNK,0.01,8,0,0,0.0087
20,4x3,binom,ART,0.01,8,0,0,0.5503
20,4x3,binom,INT,0.01,8,0,0,0.0081
30,4x3,binom,PAR,0.05,0,0,0,0.0482
30,4x3,binom,RNK,0.05,0,0,0,0.0493
30,4x3,binom,ART,0.05,0,0,0,0.0899
30,4x3,binom,INT,0.05,0,0,0,0.0483
30,4x3,binom,PAR,0.01,0,0,0,0.0099
30,4x3,binom,RNK,0.01,0,0,0,0.0097
30,4x3,binom,ART,0.01,0,0,0,0.0257
30,4x3,binom,INT,0.01,0,0,0,0.0103
30,4x3,binom,PAR,0.05,0.5,0,0,0.0547
30,4x3,binom,RNK,0.05,0.5,0,0,0.0525
30,4x3,binom,ART,0.05,0.5,0,0,0.0971
30,4x3,binom,INT,0.05,0.5,0,0,0.0535
30,4x3,binom,PAR,0.01,0.5,0,0,0.0119
30,4x3,binom,RNK,0.01,0.5,0,0,0.0119
30,4x3,binom,ART,0.01,0.5,0,0,0.0292
30,4x3,binom,INT,0.01,0.5,0,0,0.0119
30,4x3,binom,PAR,0.05,1,0,0,0.0499
30,4x3,binom,RNK,0.05,1,0,0,0.0529
30,4x3,binom,ART,0.05,1,0,0,0.1069
30,4x3,binom,INT,0.05,1,0,0,0.0502
30,4x3,binom,PAR,0.01,1,0,0,0.0091
30,4x3,binom,RNK,0.01,1,0,0,0.0104
30,4x3,binom,ART,0.01,1,0,0,0.0369
30,4x3,binom,INT,0.01,1,0,0,0.01
30,4x3,binom,PAR,0.05,2,0,0,0.0475
30,4x3,binom,RNK,0.05,2,0,0,0.0491
30,4x3,binom,ART,0.05,2,0,0,0.1795
30,4x3,binom,INT,0.05,2,0,0,0.0495
30,4x3,binom,PAR,0.01,2,0,0,0.0093
30,4x3,binom,RNK,0.01,2,0,0,0.0105
30,4x3,binom,ART,0.01,2,0,0,0.0823
30,4x3,binom,INT,0.01,2,0,0,0.0096
30,4x3,binom,PAR,0.05,4,0,0,0.0405
30,4x3,binom,RNK,0.05,4,0,0,0.0445
30,4x3,binom,ART,0.05,4,0,0,0.4225
30,4x3,binom,INT,0.05,4,0,0,0.0421
30,4x3,binom,PAR,0.01,4,0,0,0.0073
30,4x3,binom,RNK,0.01,4,0,0,0.0092
30,4x3,binom,ART,0.01,4,0,0,0.2889
30,4x3,binom,INT,0.01,4,0,0,0.0077
30,4x3,binom,PAR,0.05,8,0,0,0.0418
30,4x3,binom,RNK,0.05,8,0,0,0.0437
30,4x3,binom,ART,0.05,8,0,0,0.7469
30,4x3,binom,INT,0.05,8,0,0,0.0418
30,4x3,binom,PAR,0.01,8,0,0,0.0076
30,4x3,binom,RNK,0.01,8,0,0,0.009
30,4x3,binom,ART,0.01,8,0,0,0.6373
30,4x3,binom,INT,0.01,8,0,0,0.0083
10,4x3,poisson,PAR,0.05,0,0,0,0.0527
10,4x3,poisson,RNK,0.05,0,0,0,0.0536
10,4x3,poisson,ART,0.05,0,0,0,0.0557
10,4x3,poisson,INT,0.05,0,0,0,0.0525
10,4x3,poisson,PAR,0.01,0,0,0,0.0103
10,4x3,poisson,RNK,0.01,0,0,0,0.0112
10,4x3,poisson,ART,0.01,0,0,0,0.0121
10,4x3,poisson,INT,0.01,0,0,0,0.0109
10,4x3,poisson,PAR,0.05,0.5,0,0,0.048
10,4x3,poisson,RNK,0.05,0.5,0,0,0.0486
10,4x3,poisson,ART,0.05,0.5,0,0,0.0548
10,4x3,poisson,INT,0.05,0.5,0,0,0.0485
10,4x3,poisson,PAR,0.01,0.5,0,0,0.0091
10,4x3,poisson,RNK,0.01,0.5,0,0,0.0094
10,4x3,poisson,ART,0.01,0.5,0,0,0.0105
10,4x3,poisson,INT,0.01,0.5,0,0,0.0095
10,4x3,poisson,PAR,0.05,1,0,0,0.0461
10,4x3,poisson,RNK,0.05,1,0,0,0.0509
10,4x3,poisson,ART,0.05,1,0,0,0.0621
10,4x3,poisson,INT,0.05,1,0,0,0.0501
10,4x3,poisson,PAR,0.01,1,0,0,0.0096
10,4x3,poisson,RNK,0.01,1,0,0,0.0103
10,4x3,poisson,ART,0.01,1,0,0,0.0147
10,4x3,poisson,INT,0.01,1,0,0,0.01
10,4x3,poisson,PAR,0.05,2,0,0,0.038
10,4x3,poisson,RNK,0.05,2,0,0,0.0501
10,4x3,poisson,ART,0.05,2,0,0,0.0923
10,4x3,poisson,INT,0.05,2,0,0,0.0477
10,4x3,poisson,PAR,0.01,2,0,0,0.0071
10,4x3,poisson,RNK,0.01,2,0,0,0.01
10,4x3,poisson,ART,0.01,2,0,0,0.0255
10,4x3,poisson,INT,0.01,2,0,0,0.0097
10,4x3,poisson,PAR,0.05,4,0,0,0.0288
10,4x3,poisson,RNK,0.05,4,0,0,0.0491
10,4x3,poisson,ART,0.05,4,0,0,0.2709
10,4x3,poisson,INT,0.05,4,0,0,0.0435
10,4x3,poisson,PAR,0.01,4,0,0,0.0063
10,4x3,poisson,RNK,0.01,4,0,0,0.0094
10,4x3,poisson,ART,0.01,4,0,0,0.1347
10,4x3,poisson,INT,0.01,4,0,0,0.0079
10,4x3,poisson,PAR,0.05,8,0,0,0.0238
10,4x3,poisson,RNK,0.05,8,0,0,0.0448
10,4x3,poisson,ART,0.05,8,0,0,0.6063
10,4x3,poisson,INT,0.05,8,0,0,0.0352
10,4x3,poisson,PAR,0.01,8,0,0,0.0041
10,4x3,poisson,RNK,0.01,8,0,0,0.0087
10,4x3,poisson,ART,0.01,8,0,0,0.4623
10,4x3,poisson,INT,0.01,8,0,0,0.0065
20,4x3,poisson,PAR,0.05,0,0,0,0.0498
20,4x3,poisson,RNK,0.05,0,0,0,0.0493
20,4x3,poisson,ART,0.05,0,0,0,0.057
20,4x3,poisson,INT,0.05,0,0,0,0.0503
20,4x3,poisson,PAR,0.01,0,0,0,0.0092
20,4x3,poisson,RNK,0.01,0,0,0,0.0115
20,4x3,poisson,ART,0.01,0,0,0,0.0135
20,4x3,poisson,INT,0.01,0,0,0,0.01
20,4x3,poisson,PAR,0.05,0.5,0,0,0.0488
20,4x3,poisson,RNK,0.05,0.5,0,0,0.0481
20,4x3,poisson,ART,0.05,0.5,0,0,0.0551
20,4x3,poisson,INT,0.05,0.5,0,0,0.0491
20,4x3,poisson,PAR,0.01,0.5,0,0,0.0094
20,4x3,poisson,RNK,0.01,0.5,0,0,0.0095
20,4x3,poisson,ART,0.01,0.5,0,0,0.0111
20,4x3,poisson,INT,0.01,0.5,0,0,0.01
20,4x3,poisson,PAR,0.05,1,0,0,0.0456
20,4x3,poisson,RNK,0.05,1,0,0,0.0475
20,4x3,poisson,ART,0.05,1,0,0,0.0671
20,4x3,poisson,INT,0.05,1,0,0,0.0493
20,4x3,poisson,PAR,0.01,1,0,0,0.0082
20,4x3,poisson,RNK,0.01,1,0,0,0.0095
20,4x3,poisson,ART,0.01,1,0,0,0.0163
20,4x3,poisson,INT,0.01,1,0,0,0.0095
20,4x3,poisson,PAR,0.05,2,0,0,0.0336
20,4x3,poisson,RNK,0.05,2,0,0,0.047
20,4x3,poisson,ART,0.05,2,0,0,0.1024
20,4x3,poisson,INT,0.05,2,0,0,0.0462
20,4x3,poisson,PAR,0.01,2,0,0,0.0059
20,4x3,poisson,RNK,0.01,2,0,0,0.0089
20,4x3,poisson,ART,0.01,2,0,0,0.0326
20,4x3,poisson,INT,0.01,2,0,0,0.0082
20,4x3,poisson,PAR,0.05,4,0,0,0.0265
20,4x3,poisson,RNK,0.05,4,0,0,0.0475
20,4x3,poisson,ART,0.05,4,0,0,0.3524
20,4x3,poisson,INT,0.05,4,0,0,0.0419
20,4x3,poisson,PAR,0.01,4,0,0,0.0039
20,4x3,poisson,RNK,0.01,4,0,0,0.0081
20,4x3,poisson,ART,0.01,4,0,0,0.2031
20,4x3,poisson,INT,0.01,4,0,0,0.0073
20,4x3,poisson,PAR,0.05,8,0,0,0.0233
20,4x3,poisson,RNK,0.05,8,0,0,0.0437
20,4x3,poisson,ART,0.05,8,0,0,0.7173
20,4x3,poisson,INT,0.05,8,0,0,0.0325
20,4x3,poisson,PAR,0.01,8,0,0,0.0038
20,4x3,poisson,RNK,0.01,8,0,0,0.007
20,4x3,poisson,ART,0.01,8,0,0,0.5749
20,4x3,poisson,INT,0.01,8,0,0,0.0057
30,4x3,poisson,PAR,0.05,0,0,0,0.0496
30,4x3,poisson,RNK,0.05,0,0,0,0.0483
30,4x3,poisson,ART,0.05,0,0,0,0.0564
30,4x3,poisson,INT,0.05,0,0,0,0.0489
30,4x3,poisson,PAR,0.01,0,0,0,0.0092
30,4x3,poisson,RNK,0.01,0,0,0,0.0088
30,4x3,poisson,ART,0.01,0,0,0,0.0123
30,4x3,poisson,INT,0.01,0,0,0,0.0088
30,4x3,poisson,PAR,0.05,0.5,0,0,0.0469
30,4x3,poisson,RNK,0.05,0.5,0,0,0.049
30,4x3,poisson,ART,0.05,0.5,0,0,0.0567
30,4x3,poisson,INT,0.05,0.5,0,0,0.0483
30,4x3,poisson,PAR,0.01,0.5,0,0,0.0091
30,4x3,poisson,RNK,0.01,0.5,0,0,0.0097
30,4x3,poisson,ART,0.01,0.5,0,0,0.0136
30,4x3,poisson,INT,0.01,0.5,0,0,0.0093
30,4x3,poisson,PAR,0.05,1,0,0,0.0466
30,4x3,poisson,RNK,0.05,1,0,0,0.0503
30,4x3,poisson,ART,0.05,1,0,0,0.0741
30,4x3,poisson,INT,0.05,1,0,0,0.0497
30,4x3,poisson,PAR,0.01,1,0,0,0.0095
30,4x3,poisson,RNK,0.01,1,0,0,0.0103
30,4x3,poisson,ART,0.01,1,0,0,0.0181
30,4x3,poisson,INT,0.01,1,0,0,0.0106
30,4x3,poisson,PAR,0.05,2,0,0,0.0332
30,4x3,poisson,RNK,0.05,2,0,0,0.0469
30,4x3,poisson,ART,0.05,2,0,0,0.1233
30,4x3,poisson,INT,0.05,2,0,0,0.0441
30,4x3,poisson,PAR,0.01,2,0,0,0.0053
30,4x3,poisson,RNK,0.01,2,0,0,0.0073
30,4x3,poisson,ART,0.01,2,0,0,0.0407
30,4x3,poisson,INT,0.01,2,0,0,0.0067
30,4x3,poisson,PAR,0.05,4,0,0,0.0235
30,4x3,poisson,RNK,0.05,4,0,0,0.0487
30,4x3,poisson,ART,0.05,4,0,0,0.4174
30,4x3,poisson,INT,0.05,4,0,0,0.0418
30,4x3,poisson,PAR,0.01,4,0,0,0.0036
30,4x3,poisson,RNK,0.01,4,0,0,0.009
30,4x3,poisson,ART,0.01,4,0,0,0.2716
30,4x3,poisson,INT,0.01,4,0,0,0.0075
30,4x3,poisson,PAR,0.05,8,0,0,0.0185
30,4x3,poisson,RNK,0.05,8,0,0,0.0373
30,4x3,poisson,ART,0.05,8,0,0,0.7676
30,4x3,poisson,INT,0.05,8,0,0,0.027
30,4x3,poisson,PAR,0.01,8,0,0,0.0027
30,4x3,poisson,RNK,0.01,8,0,0,0.0065
30,4x3,poisson,ART,0.01,8,0,0,0.6598
30,4x3,poisson,INT,0.01,8,0,0,0.0041
