;UserID;TrialID;Type;isFoV;SecInFov;TimesInFov;Detected;TimeToDetect;TimeToDetectFromFirst;Manipulation;Size;Distance;Isolated;Complexity;Detection Ratio
507;14;17;CH;False;13.587716371219988;10.0;False;45.1;1.7862148070907666;Manipulation_CH_002;0;0;1;0;23.0
508;14;18;AD;False;9.660429210239096;8.0;False;45.1;4.0350374986796185;Manipulation_AD_004;1;0;1;0;23.0
509;14;19;RL;False;17.631151243590704;2.0;True;44.9;2.6873837691137337;Manipulation_RL_004;0;0;1;1;23.0
510;14;20;CH;False;11.614442255602148;6.0;True;29.1;0.011146679799728894;Manipulation_CH_001;0;1;1;0;23.0
511;14;21;FOV;True;26.54628149501409;1.0;True;38.9;1.0515614295501703;Manipulation_FOV_AD_001;1;1;1;0;23.0
512;14;22;CH;False;5.466562655130827;4.0;True;7.0;0.007198071058789195;Manipulation_CH_000;0;0;1;0;23.0
513;14;23;AD;False;13.472784122575955;8.0;False;45.1;4.720842425444748;Manipulation_AD_005;1;1;0;0;23.0
515;14;25;AD;False;11.856037502575527;10.0;False;45.1;5.820935503811962;Manipulation_AD_000;0;0;0;0;23.0
516;14;26;CH;False;12.641343498165407;11.0;False;45.1;3.939915251030928;Manipulation_CH_004;1;1;0;0;23.0
518;14;28;FOV;True;9.486593436583163;1.0;True;10.0;0.5130654294875873;Manipulation_FOV_AD_000;1;1;0;1;23.0
519;14;29;AD;False;7.194229159562353;7.0;True;25.3;4.554188238211785;Manipulation_AD_006;1;1;0;1;23.0
521;14;31;RE;False;9.252243845074817;11.0;True;43.6;3.3381017412085496;Manipulation_RE_002;0;0;1;1;23.0
522;14;32;FOV;True;8.175106601176559;1.0;True;13.4;0.010125762400909864;Manipulation_FOV_CH_002;1;1;0;1;23.0
525;15;0;RE;False;5.961662717595407;6.0;False;45.1;7.813178385714713;Manipulation_RE_002;0;0;1;1;25.0
528;15;3;AD;False;5.878222075453973;4.0;True;24.7;0.011075444270712123;Manipulation_AD_003;0;1;1;0;25.0
529;15;4;RE;False;10.030715033370024;8.0;True;40.1;0.011661615053414787;Manipulation_RE_001;0;1;0;0;25.0
530;15;5;CH;False;22.26170586676744;6.0;False;45.1;0.010852412163556584;Manipulation_CH_000;0;0;1;0;25.0
531;15;6;RE;False;4.083626439459506;4.0;True;7.2;0.006637822006252685;Manipulation_RE_003;0;1;1;0;25.0
532;15;7;RE;False;25.46506162161747;6.0;False;45.1;0.011693534650780308;Manipulation_RE_000;0;0;0;0;25.0
533;15;8;RL;False;10.914969703083697;8.0;False;45.1;6.736241372190567;Manipulation_RL_006;1;1;1;1;25.0
534;15;9;AD;False;9.849076875812374;7.0;False;45.1;7.142416069951576;Manipulation_AD_006;1;1;0;1;25.0
538;15;13;AD;False;13.193006083260062;6.0;False;45.1;9.030990728525342;Manipulation_AD_002;1;1;0;1;25.0
542;15;17;FOV;True;15.754219260588155;1.0;True;33.3;9.178640994425628;Manipulation_FOV_RE_000;0;0;1;0;25.0
544;15;19;CH;False;7.910652274321326;5.0;True;23.5;6.983226987358256;Manipulation_CH_001;0;1;1;0;25.0
545;15;20;AD;False;7.141489898240745;5.0;True;12.2;3.265084403833028;Manipulation_AD_004;1;0;1;0;25.0
547;15;22;RE;False;19.40464661909625;5.0;False;45.1;3.994160342809693;Manipulation_RE_005;1;0;1;1;25.0
548;15;23;RL;False;12.275459964507133;5.0;True;26.1;0.011084651670744648;Manipulation_RL_001;0;1;0;0;25.0
551;15;26;FOV;True;5.349163879598698;1.0;True;12.1;6.76053511705682;Manipulation_FOV_CH_001;1;0;1;0;25.0
552;15;27;RL;False;7.697361378189172;5.0;True;42.4;0.011767737842626412;Manipulation_RL_002;1;1;0;1;25.0
553;15;28;FOV;True;16.187405084511777;1.0;True;19.6;3.4230321677218396;Manipulation_FOV_RE_001;0;0;0;0;25.0
555;15;30;AD;False;24.077948893875156;7.0;False;45.1;4.783726148311637;Manipulation_AD_005;1;1;0;0;25.0
557;15;32;RL;False;16.26566528917769;2.0;False;45.1;0.012024147321424546;Manipulation_RL_004;0;0;1;1;25.0
560;16;0;FOV;True;10.026106547994614;1.0;True;13.0;2.973966039990393;Manipulation_FOV_CH_001;1;0;1;0;17.0
561;16;1;CH;False;10.90605650376732;8.0;False;45.1;4.885698584561026;Manipulation_CH_003;0;1;1;1;17.0
562;16;2;CH;False;9.664619602467427;8.0;False;45.1;3.432392049348877;Manipulation_CH_001;0;1;1;0;17.0
563;16;3;RL;False;13.432664332480634;2.0;False;45.1;5.490836513029529;Manipulation_RL_005;0;1;1;1;17.0
565;16;5;FOV;True;23.918157073206586;1.0;True;33.5;5.730320166971421;Manipulation_FOV_RE_001;0;0;0;0;17.0
566;16;6;RE;False;4.140123514062583;5.0;False;45.1;10.221268665618666;Manipulation_RE_004;0;1;1;1;17.0
568;16;8;RL;False;17.797760307888094;2.0;False;45.1;0.011253030279894551;Manipulation_RL_004;0;0;1;1;17.0
569;16;9;AD;False;6.716466949539893;4.0;True;23.8;0.011446949300203487;Manipulation_AD_003;0;1;1;0;17.0
570;16;10;CH;False;5.724668124467758;5.0;True;40.7;0.011026395231836959;Manipulation_CH_004;1;1;0;0;17.0
571;16;11;FOV;True;35.67813537320357;1.0;False;45.1;3.8898488641632416;Manipulation_FOV_RE_000;0;0;1;0;17.0
572;16;12;RE;False;10.986193209806455;5.0;False;45.1;0.011962411428146946;Manipulation_RE_003;0;1;1;0;17.0
573;16;13;FOV;True;22.574016879152456;1.0;True;30.3;0.011718717626429334;Manipulation_FOV_CH_000;0;0;1;1;17.0
574;16;14;AD;False;4.929737846176273;4.0;False;45.1;5.911980393230773;Manipulation_AD_006;1;1;0;1;17.0
575;16;15;RL;False;21.105370573042023;8.0;False;45.1;5.503688657356694;Manipulation_RL_003;0;0;1;1;17.0
576;16;16;RL;False;10.822765115074372;5.0;False;45.1;9.503607637090196;Manipulation_RL_006;1;1;1;1;17.0
579;16;19;FOV;True;20.73374580652257;1.0;True;30.2;5.708901171423869;Manipulation_FOV_CH_002;1;1;0;1;17.0
580;16;20;RL;False;11.245632937241108;5.0;True;19.8;1.7805713841187247;Manipulation_RL_001;0;1;0;0;17.0
581;16;21;AD;False;11.167013264751183;6.0;False;45.1;21.113017707843625;Manipulation_AD_000;0;0;0;0;17.0
582;16;22;RE;False;21.273155955566942;6.0;False;45.1;0.01116050152144636;Manipulation_RE_002;0;0;1;1;17.0
583;16;23;FOV;True;42.65044092842487;1.0;False;45.1;0.011162547667955887;Manipulation_FOV_AD_000;1;1;0;1;17.0
584;16;24;RE;False;12.992093271627136;4.0;True;22.7;0.011313634745377265;Manipulation_RE_001;0;1;0;0;17.0
585;16;25;RL;False;25.566958844807754;8.0;True;44.0;0.01201212913049427;Manipulation_RL_000;0;0;1;0;17.0
586;16;26;RE;False;9.844244604316524;5.0;True;13.0;0.01043165467625759;Manipulation_RE_005;1;0;1;1;17.0
587;16;27;AD;False;6.364866536122882;6.0;False;45.1;7.503215500360727;Manipulation_AD_005;1;1;0;0;17.0
588;16;28;CH;False;13.284476496834932;6.0;False;45.1;0.011912420877778378;Manipulation_CH_000;0;0;1;0;17.0
589;16;29;CH;False;11.16253684719961;5.0;True;27.9;0.011047560385428588;Manipulation_CH_005;1;1;1;1;17.0
590;16;30;AD;False;6.717531499539648;6.0;False;45.1;4.8770297856985465;Manipulation_AD_002;1;1;0;1;17.0
591;16;31;RE;False;10.84369942306579;7.0;False;45.1;4.335332927131223;Manipulation_RE_000;0;0;0;0;17.0
592;16;32;RL;False;9.553966656456577;5.0;True;26.4;7.9617030586793875;Manipulation_RL_002;1;1;0;1;17.0
593;16;33;AD;False;4.89483765537921;4.0;True;14.5;6.036098906986799;Manipulation_AD_004;1;0;1;0;17.0
594;16;34;AD;False;9.600484872656926;9.0;False;45.1;0.007451997037204933;Manipulation_AD_001;0;1;0;0;17.0
595;17;0;RE;False;12.231890515280082;9.0;False;45.1;5.791933780282871;Manipulation_RE_005;1;0;1;1;20.0
596;17;1;RL;False;18.19747119544662;2.0;False;45.1;0.011524312057788559;Manipulation_RL_004;0;0;1;1;20.0
598;17;3;RE;False;16.625382447949516;7.0;False;45.1;0.011683750707702957;Manipulation_RE_004;0;1;1;1;20.0
599;17;4;RE;False;13.82847734627834;10.0;False;45.1;0.012019798210554943;Manipulation_RE_001;0;1;0;0;20.0
600;17;5;FOV;True;32.683202296197194;1.0;False;45.1;2.1771679218043603;Manipulation_FOV_AD_000;1;1;0;1;20.0
602;17;7;FOV;True;23.300902501308546;1.0;True;29.2;0.010652370453791048;Manipulation_FOV_CH_002;1;1;0;1;20.0
603;17;8;RL;False;6.939395605057335;7.0;False;45.1;8.517735381301613;Manipulation_RL_002;1;1;0;1;20.0
604;17;9;FOV;True;34.770587815244475;1.0;False;45.1;4.948050930404378;Manipulation_FOV_RE_000;0;0;1;0;20.0
605;17;10;FOV;True;36.74779021803175;1.0;False;45.1;0.01127479866431763;Manipulation_FOV_RE_001;0;0;0;0;20.0
607;17;12;AD;False;20.47279436399501;8.0;False;45.1;0.011752224248975379;Manipulation_AD_000;0;0;0;0;20.0
608;17;13;AD;False;10.38130487449886;10.0;False;45.1;0.011858056398081592;Manipulation_AD_003;0;1;1;0;20.0
609;17;14;CH;False;6.5670350498095535;7.0;False;45.1;4.43913895399941;Manipulation_CH_004;1;1;0;0;20.0
610;17;15;CH;False;10.806944599992406;8.0;False;45.1;5.375902490013875;Manipulation_CH_005;1;1;1;1;20.0
613;17;18;CH;False;11.381699968986736;4.0;True;17.3;0.010347348367303695;Manipulation_CH_000;0;0;1;0;20.0
614;17;19;AD;False;6.585623040297258;6.0;True;13.4;3.835129485541733;Manipulation_AD_001;0;1;0;0;20.0
615;17;20;AD;False;11.601476347117718;8.0;True;31.9;1.2754503446115684;Manipulation_AD_006;1;1;0;1;20.0
617;17;22;RE;False;7.217703513281824;6.0;True;18.4;1.3062896315337933;Manipulation_RE_000;0;0;0;0;20.0
622;17;27;RE;False;9.307610549050464;11.0;False;45.1;3.249076389678312;Manipulation_RE_002;0;0;1;1;20.0
625;17;30;RL;False;13.297346950206391;7.0;False;45.1;0.011788428147450136;Manipulation_RL_001;0;1;0;0;20.0
626;17;31;AD;False;11.572436855477607;9.0;True;44.6;6.554020325810777;Manipulation_AD_002;1;1;0;1;20.0
627;17;32;RE;False;11.584686988009553;7.0;True;40.6;4.104613522284985;Manipulation_RE_003;0;1;1;0;20.0
628;17;33;FOV;True;8.723118738836709;1.0;True;14.7;3.877914110429388;Manipulation_FOV_CH_001;1;0;1;0;20.0
629;17;34;RL;False;24.94978349598381;10.0;False;45.1;0.007964862248515009;Manipulation_RL_003;0;0;1;1;20.0
630;18;0;FOV;True;14.765349498483396;1.0;True;44.2;3.5938711155164285;Manipulation_FOV_CH_002;1;1;0;1;16.0
631;18;1;RE;False;7.855575131259448;6.0;False;45.1;0.009990621192603431;Manipulation_RE_003;0;1;1;0;16.0
633;18;3;AD;False;24.94063561416916;5.0;False;45.1;0.010098830154007045;Manipulation_AD_004;1;0;1;0;16.0
634;18;4;FOV;True;9.961920060505433;1.0;True;21.8;11.847972575261824;Manipulation_FOV_AD_001;1;1;1;0;16.0
635;18;5;RE;False;7.323998060243766;4.0;False;45.1;0.006710892823133018;Manipulation_RE_005;1;0;1;1;16.0
636;18;6;RL;False;7.728280926365116;2.0;False;45.1;11.759601957193912;Manipulation_RL_004;0;0;1;1;16.0
637;18;7;CH;False;7.799390523682152;8.0;True;43.3;2.010762797704087;Manipulation_CH_003;0;1;1;1;16.0
638;18;8;RL;False;13.421620352103345;13.0;False;45.1;0.011863292185717649;Manipulation_RL_001;0;1;0;0;16.0
639;18;9;FOV;True;32.983149348860216;1.0;False;45.1;4.5872058850540185;Manipulation_FOV_AD_000;1;1;0;1;16.0
640;18;10;CH;False;18.702147757780658;8.0;False;45.1;0.011414934871242129;Manipulation_CH_002;0;0;1;0;16.0
641;18;11;FOV;True;12.091419526402426;1.0;True;12.1;0.00858047359757485;Manipulation_FOV_CH_001;1;0;1;0;16.0
643;18;13;AD;False;19.870731775465856;9.0;False;45.1;0.959386787620308;Manipulation_AD_000;0;0;0;0;16.0
644;18;14;CH;False;17.030405975296485;8.0;True;42.1;0.011047176353727449;Manipulation_CH_005;1;1;1;1;16.0
645;18;15;CH;False;6.735568545274045;7.0;True;28.3;10.19425802360206;Manipulation_CH_000;0;0;1;0;16.0
647;18;17;AD;False;8.60930758335158;4.0;True;12.7;0.009340270211390072;Manipulation_AD_006;1;1;0;1;16.0
648;18;18;RL;False;24.64452200892024;8.0;False;45.1;0.011660526145794959;Manipulation_RL_003;0;0;1;1;16.0
649;18;19;RE;False;4.721180837273661;5.0;False;45.1;0.011356069719963544;Manipulation_RE_004;0;1;1;1;16.0
650;18;20;RL;False;10.85431286820554;11.0;False;45.1;4.71431385626246;Manipulation_RL_002;1;1;0;1;16.0
651;18;21;RE;False;16.84777485515229;8.0;False;45.1;0.011221696939636329;Manipulation_RE_001;0;1;0;0;16.0
652;18;22;RL;False;13.584862669341334;2.0;True;24.1;3.7441934764842237;Manipulation_RL_005;0;1;1;1;16.0
654;18;24;AD;False;20.352676597879125;11.0;False;45.1;0.9918531864704362;Manipulation_AD_005;1;1;0;0;16.0
658;18;28;RE;False;16.246460601113792;12.0;False;45.1;0.011556310559850128;Manipulation_RE_002;0;0;1;1;16.0
659;18;29;RE;False;4.718452014728246;5.0;False;45.1;10.541703976449863;Manipulation_RE_000;0;0;0;0;16.0
660;18;30;FOV;True;7.980467316790629;1.0;True;9.7;1.7192204949953571;Manipulation_FOV_CH_000;0;0;1;1;16.0
662;18;32;RL;False;5.286482967642749;5.0;True;17.9;10.230263382566326;Manipulation_RL_006;1;1;1;1;16.0
663;18;33;CH;False;8.919472459270567;8.0;False;45.1;1.5207137315748025;Manipulation_CH_001;0;1;1;0;16.0
664;18;34;CH;False;8.008600486671526;12.0;False;45.1;0.0073892701753228065;Manipulation_CH_004;1;1;0;0;16.0
665;19;0;FOV;True;12.288777007051433;1.0;True;13.6;0.014550930513582059;Manipulation_FOV_CH_001;1;0;1;0;19.0
667;19;2;RL;False;6.722300132240761;7.0;False;45.0;1.932714305707489;Manipulation_RL_006;1;1;1;1;19.0
668;19;3;RE;False;12.906637907288346;10.0;False;45.1;0.01170712121423702;Manipulation_RE_002;0;0;1;1;19.0
669;19;4;RL;False;9.123597232829663;5.0;False;45.1;0.011068592723080384;Manipulation_RL_001;0;1;0;0;19.0
671;19;6;FOV;True;8.818061944994994;1.0;True;14.6;4.3391401727646075;Manipulation_FOV_CH_000;0;0;1;1;19.0
672;19;7;FOV;True;27.747741616801385;1.0;True;32.2;2.514241316102877;Manipulation_FOV_RE_000;0;0;1;0;19.0
673;19;8;CH;False;5.5599093463018745;4.0;False;45.1;3.1862901390495817;Manipulation_CH_001;0;1;1;0;19.0
674;19;9;RE;False;10.909644630349073;6.0;True;27.8;10.905379653068223;Manipulation_RE_001;0;1;0;0;19.0
675;19;10;RE;False;7.150965090992871;4.0;True;16.0;5.713358291103687;Manipulation_RE_005;1;0;1;1;19.0
676;19;11;CH;False;5.4743690484117975;4.0;True;18.7;5.064340414197249;Manipulation_CH_005;1;1;1;1;19.0
677;19;12;FOV;True;36.39850236977517;1.0;False;45.1;5.0765448659257775;Manipulation_FOV_AD_000;1;1;0;1;19.0
679;19;14;RL;False;17.441645432418134;2.0;False;45.1;11.148502510078364;Manipulation_RL_004;0;0;1;1;19.0
681;19;16;CH;False;5.502070187091749;4.0;False;45.1;0.011233809365677418;Manipulation_CH_006;1;1;0;0;19.0
682;19;17;RL;False;7.144519303731988;5.0;True;17.3;4.120828255420878;Manipulation_RL_002;1;1;0;1;19.0
683;19;18;RE;False;13.849842569859712;10.0;False;45.1;2.6236557527596536;Manipulation_RE_004;0;1;1;1;19.0
685;19;20;CH;False;10.185948477751737;6.0;False;45.1;14.589812646370035;Manipulation_CH_004;1;1;0;0;19.0
686;19;21;AD;False;14.570864548035452;7.0;False;45.1;7.890744573678923;Manipulation_AD_003;0;1;1;0;19.0
687;19;22;RE;False;15.123546395858321;6.0;False;45.1;4.029380724810782;Manipulation_RE_003;0;1;1;0;19.0
688;19;23;AD;False;7.733229072351582;5.0;True;14.3;4.119680632150807;Manipulation_AD_005;1;1;0;0;19.0
689;19;24;RE;False;14.320832779286794;6.0;False;45.1;0.011565640256083129;Manipulation_RE_000;0;0;0;0;19.0
690;19;25;AD;False;15.56214602762192;7.0;True;26.8;5.122170154193508;Manipulation_AD_001;0;1;0;0;19.0
691;19;26;CH;False;12.318271222515905;10.0;False;45.1;4.020097489595358;Manipulation_CH_003;0;1;1;1;19.0
692;19;27;FOV;True;22.947734506104965;1.0;True;27.3;3.230234072102353;Manipulation_FOV_RE_001;0;0;0;0;19.0
693;19;28;RL;False;16.932729557114364;6.0;False;45.1;0.011590409381235402;Manipulation_RL_003;0;0;1;1;19.0
696;19;31;FOV;True;16.449890085733117;1.0;True;34.7;0.011442075181377031;Manipulation_FOV_AD_001;1;1;1;0;19.0
697;19;32;AD;False;17.293209682489483;10.0;False;45.1;5.107062768521308;Manipulation_AD_006;1;1;0;1;19.0
698;19;33;RL;False;9.569059660953664;4.0;True;16.6;4.686386625456675;Manipulation_RL_000;0;0;1;0;19.0
700;20;0;FOV;True;32.30359686130289;1.0;False;45.1;4.884463274174267;Manipulation_FOV_AD_000;1;1;0;1;18.0
702;20;2;RE;False;7.72193801535605;4.0;False;45.1;17.276860904079513;Manipulation_RE_006;1;1;0;0;18.0
703;20;3;AD;False;9.958996460545483;4.0;False;45.1;9.6746085779721;Manipulation_AD_001;0;1;0;0;18.0
705;20;5;RL;False;9.673279916039323;2.0;True;28.0;6.755565422729937;Manipulation_RL_005;0;1;1;1;18.0
706;20;6;CH;False;11.772602828615721;5.0;False;45.1;3.5077028477063545;Manipulation_CH_004;1;1;0;0;18.0
707;20;7;AD;False;4.972887518272133;3.0;True;8.3;3.3356548879806662;Manipulation_AD_002;1;1;0;1;18.0
709;20;9;CH;False;11.391876697124614;4.0;False;45.1;0.0118980095236924;Manipulation_CH_001;0;1;1;0;18.0
710;20;10;FOV;True;14.68490252647488;1.0;True;35.1;12.631258105455856;Manipulation_FOV_CH_001;1;0;1;0;18.0
711;20;11;AD;False;6.282133274525077;5.0;False;45.1;7.415286507148879;Manipulation_AD_003;0;1;1;0;18.0
712;20;12;FOV;True;27.304909019023714;1.0;False;45.1;0.011196314787759806;Manipulation_FOV_RE_000;0;0;1;0;18.0
713;20;13;RL;False;8.096817795016964;3.0;True;17.9;9.813100868773589;Manipulation_RL_006;1;1;1;1;18.0
715;20;15;FOV;True;30.283030875691285;1.0;True;42.9;0.011524886752075915;Manipulation_FOV_CH_002;1;1;0;1;18.0
717;20;17;RE;False;10.486889448868833;4.0;False;45.1;3.0740370347606643;Manipulation_RE_001;0;1;0;0;18.0
719;20;19;CH;False;4.810156670746631;3.0;True;14.7;9.899919216646275;Manipulation_CH_005;1;1;1;1;18.0
720;20;20;RL;False;12.931800692573965;4.0;False;45.1;0.010648326279355427;Manipulation_RL_003;0;0;1;1;18.0
721;20;21;CH;False;7.877135641063702;4.0;True;18.5;7.398507969522713;Manipulation_CH_000;0;0;1;0;18.0
722;20;22;RE;False;8.943737214496098;5.0;False;45.1;5.067962577182271;Manipulation_RE_003;0;1;1;0;18.0
723;20;23;FOV;True;19.866755736602087;1.0;True;39.4;10.547208311533023;Manipulation_FOV_AD_001;1;1;1;0;18.0
724;20;24;RL;False;9.020669717022363;4.0;False;45.1;7.985538344455067;Manipulation_RL_002;1;1;0;1;18.0
725;20;25;RE;False;12.269299742189784;4.0;False;45.1;13.287110441310329;Manipulation_RE_005;1;0;1;1;18.0
726;20;26;AD;False;8.639113020681505;3.0;True;21.9;0.011163705214015805;Manipulation_AD_006;1;1;0;1;18.0
727;20;27;AD;False;12.483505976852033;4.0;False;45.1;2.5281315572097167;Manipulation_AD_000;0;0;0;0;18.0
730;20;30;RE;False;12.523888359735238;5.0;True;33.7;4.150837176659308;Manipulation_RE_000;0;0;0;0;18.0
731;20;31;FOV;True;31.125172360568108;1.0;False;45.1;5.921366707827282;Manipulation_FOV_RE_001;0;0;0;0;18.0
732;20;32;RE;False;7.503598673772974;5.0;False;45.1;6.322766266708497;Manipulation_RE_002;0;0;1;1;18.0
733;20;33;RE;False;8.390717653221444;4.0;False;45.1;17.169313776846536;Manipulation_RE_004;0;1;1;1;18.0
734;20;34;RL;False;27.159454031233363;2.0;False;45.1;0.007394351764626546;Manipulation_RL_004;0;0;1;1;18.0
736;21;1;RE;False;8.09876418273415;7.0;False;45.1;0.008114524522776629;Manipulation_RE_003;0;1;1;0;28.0
739;21;4;RL;False;8.159582458713711;5.0;True;11.6;0.010121140082448526;Manipulation_RL_002;1;1;0;1;28.0
740;21;5;FOV;True;33.855952721251676;1.0;False;45.1;4.854651557890316;Manipulation_FOV_CH_001;1;0;1;0;28.0
741;21;6;RL;False;9.908597875083453;8.0;False;45.1;7.422469695938647;Manipulation_RL_001;0;1;0;0;28.0
742;21;7;RL;False;7.499539598110378;3.0;True;14.3;6.800226243726442;Manipulation_RL_000;0;0;1;0;28.0
744;21;9;RL;False;5.507972943893258;4.0;True;24.3;0.011199667258734312;Manipulation_RL_006;1;1;1;1;28.0
746;21;11;AD;False;11.473513532341798;5.0;True;38.6;0.011596537671116406;Manipulation_AD_001;0;1;0;0;28.0
748;21;13;FOV;True;39.889360039445116;1.0;False;45.1;0.011328390283856037;Manipulation_FOV_RE_000;0;0;1;0;28.0
750;21;15;FOV;True;34.508147641447614;1.0;False;45.1;0.011833055342125054;Manipulation_FOV_CH_002;1;1;0;1;28.0
754;21;19;CH;False;12.021264197530895;4.0;True;31.6;0.010923456790131264;Manipulation_CH_004;1;1;0;0;28.0
755;21;20;FOV;True;36.27120191758927;1.0;True;39.6;0.2518890537610091;Manipulation_FOV_AD_000;1;1;0;1;28.0
757;21;22;AD;False;4.2344653179190725;3.0;True;8.5;4.2658959537572185;Manipulation_AD_006;1;1;0;1;28.0
758;21;23;RE;False;11.426799668593626;4.0;False;45.1;19.472819025740453;Manipulation_RE_005;1;0;1;1;28.0
759;21;24;CH;False;7.343602091765881;3.0;True;28.3;0.011287558720141123;Manipulation_CH_000;0;0;1;0;28.0
760;21;25;AD;False;10.688437522955967;6.0;True;38.3;8.259192368639235;Manipulation_AD_002;1;1;0;1;28.0
761;21;26;FOV;True;11.260611410931034;1.0;True;35.3;21.25471272791887;Manipulation_FOV_AD_001;1;1;1;0;28.0
762;21;27;CH;False;6.593336156248347;3.0;True;13.1;6.5063171545015965;Manipulation_CH_001;0;1;1;0;28.0
766;21;31;AD;False;4.32117517273398;3.0;True;13.4;9.078824827265844;Manipulation_AD_004;1;0;1;0;28.0
