n,design,family,sd_ratio,method,alpha,effect_X1,effect_X2,effect_X1X2,rate_X1,rate_X2,rate_X1X2
20,2x3,likert_5_flex,2,ART,0.01,0,0,0,0,0,0
20,2x3,likert_5_flex,2,INT,0.01,0,0,0,0,0,0
20,2x3,likert_5_flex,2.5,PAR,0.05,0,0,0,1,0,0
20,2x3,likert_5_flex,2.5,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_5_flex,2.5,ART,0.05,0,0,0,0.5,0,0
20,2x3,likert_5_flex,2.5,INT,0.05,0,0,0,0,0,0
20,2x3,likert_5_flex,2.5,PAR,0.01,0,0,0,0.5,0,0
20,2x3,likert_5_flex,2.5,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_5_flex,2.5,ART,0.01,0,0,0,0.5,0,0
20,2x3,likert_5_flex,2.5,INT,0.01,0,0,0,0,0,0
20,2x3,likert_5_flex,3,PAR,0.05,0,0,0,1,0,0
20,2x3,likert_5_flex,3,RNK,0.05,0,0,0,0.5,0,0
20,2x3,likert_5_flex,3,ART,0.05,0,0,0,0.5,0.5,0.5
20,2x3,likert_5_flex,3,INT,0.05,0,0,0,0.5,0,0
20,2x3,likert_5_flex,3,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_5_flex,3,RNK,0.01,0,0,0,0.5,0,0
20,2x3,likert_5_flex,3,ART,0.01,0,0,0,0,0,0
20,2x3,likert_5_flex,3,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7,1,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7,1,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7,1,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7,1,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7,1,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7,1,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7,1,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7,1,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7,1.5,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7,1.5,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7,1.5,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7,1.5,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7,1.5,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7,1.5,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7,1.5,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7,1.5,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7,2,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7,2,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7,2,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7,2,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7,2,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7,2,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7,2,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7,2,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7,2.5,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7,2.5,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7,2.5,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7,2.5,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7,2.5,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7,2.5,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7,2.5,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7,2.5,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7,3,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7,3,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7,3,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7,3,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7,3,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7,3,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7,3,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7,3,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,PAR,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,RNK,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,INT,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,1.5,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,2,PAR,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2,RNK,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2,ART,0.05,0,0,0,0,0,0
20,2x3,likert_7_flex,2,INT,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2,PAR,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,2,RNK,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,2,ART,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,2,INT,0.01,0,0,0,0,0,0
20,2x3,likert_7_flex,2.5,PAR,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,RNK,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,ART,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,INT,0.05,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,PAR,0.01,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,RNK,0.01,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,ART,0.01,0,0,0,0.5,0,0
20,2x3,likert_7_flex,2.5,INT,0.01,0,0,0,0.5,0,0
20,2x3,likert_7_flex,3,PAR,0.05,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,RNK,0.05,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,ART,0.05,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,INT,0.05,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,PAR,0.01,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,RNK,0.01,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,ART,0.01,0,0,0,0,0,0.5
20,2x3,likert_7_flex,3,INT,0.01,0,0,0,0,0,0.5
20,2x4,norm,1,PAR,0.05,0,0,0,0.5,0,0
20,2x4,norm,1,RNK,0.05,0,0,0,0.5,0,0
20,2x4,norm,1,ART,0.05,0,0,0,0.5,0,0
20,2x4,norm,1,INT,0.05,0,0,0,0.5,0,0
20,2x4,norm,1,PAR,0.01,0,0,0,0.5,0,0
20,2x4,norm,1,RNK,0.01,0,0,0,0.5,0,0
20,2x4,norm,1,ART,0.01,0,0,0,0,0,0
20,2x4,norm,1,INT,0.01,0,0,0,0.5,0,0
20,2x4,norm,1.5,PAR,0.05,0,0,0,0,0,0
20,2x4,norm,1.5,RNK,0.05,0,0,0,0,0,0
20,2x4,norm,1.5,ART,0.05,0,0,0,0,0,0
20,2x4,norm,1.5,INT,0.05,0,0,0,0,0,0
20,2x4,norm,1.5,PAR,0.01,0,0,0,0,0,0
20,2x4,norm,1.5,RNK,0.01,0,0,0,0,0,0
20,2x4,norm,1.5,ART,0.01,0,0,0,0,0,0
20,2x4,norm,1.5,INT,0.01,0,0,0,0,0,0
20,2x4,norm,2,PAR,0.05,0,0,0,0,0,0
20,2x4,norm,2,RNK,0.05,0,0,0,0,0,0
20,2x4,norm,2,ART,0.05,0,0,0,0,0,0
20,2x4,norm,2,INT,0.05,0,0,0,0,0,0
20,2x4,norm,2,PAR,0.01,0,0,0,0,0,0
20,2x4,norm,2,RNK,0.01,0,0,0,0,0,0
20,2x4,norm,2,ART,0.01,0,0,0,0,0,0
20,2x4,norm,2,INT,0.01,0,0,0,0,0,0
20,2x4,norm,2.5,PAR,0.05,0,0,0,0,0.5,0
20,2x4,norm,2.5,RNK,0.05,0,0,0,0,0.5,0
20,2x4,norm,2.5,ART,0.05,0,0,0,0,0.5,0
20,2x4,norm,2.5,INT,0.05,0,0,0,0,0.5,0
20,2x4,norm,2.5,PAR,0.01,0,0,0,0,0,0
20,2x4,norm,2.5,RNK,0.01,0,0,0,0,0,0
20,2x4,norm,2.5,ART,0.01,0,0,0,0,0.5,0
20,2x4,norm,2.5,INT,0.01,0,0,0,0,0,0
20,2x4,norm,3,PAR,0.05,0,0,0,0,0,0
20,2x4,norm,3,RNK,0.05,0,0,0,0,0,0
20,2x4,norm,3,ART,0.05,0,0,0,0,0,0
20,2x4,norm,3,INT,0.05,0,0,0,0,0,0
20,2x4,norm,3,PAR,0.01,0,0,0,0,0,0
20,2x4,norm,3,RNK,0.01,0,0,0,0,0,0
20,2x4,norm,3,ART,0.01,0,0,0,0,0,0
20,2x4,norm,3,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5,1,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_5,1,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5,1,ART,0.05,0,0,0,0,0,0.5
20,2x4,likert_5,1,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5,1,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5,1,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5,1,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5,1,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5,1.5,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_5,1.5,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5,1.5,ART,0.05,0,0,0,0,0,0
20,2x4,likert_5,1.5,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5,1.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5,1.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5,1.5,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5,1.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5,2,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_5,2,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5,2,ART,0.05,0,0,0,0.5,0,0
20,2x4,likert_5,2,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5,2,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5,2,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5,2,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5,2,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5,2.5,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_5,2.5,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5,2.5,ART,0.05,0,0,0,0,0,0
20,2x4,likert_5,2.5,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5,2.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5,2.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5,2.5,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5,2.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5,3,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_5,3,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5,3,ART,0.05,0,0,0,0,0,0.5
20,2x4,likert_5,3,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5,3,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5,3,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5,3,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5,3,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1,PAR,0.05,0,0,0,0,0,0.5
20,2x4,likert_5_flex,1,RNK,0.05,0,0,0,0,0,0.5
20,2x4,likert_5_flex,1,ART,0.05,0,0,0,0,0.5,0
20,2x4,likert_5_flex,1,INT,0.05,0,0,0,0,0,0.5
20,2x4,likert_5_flex,1,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,PAR,0.05,0,0,0,0.5,0,0
20,2x4,likert_5_flex,1.5,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,ART,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,1.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,2,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,2,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,2,ART,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,2,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,2,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,2,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,2,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,2,INT,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,2.5,PAR,0.05,0,0,0,0.5,0,0
20,2x4,likert_5_flex,2.5,RNK,0.05,0,0,0,0.5,0,0
20,2x4,likert_5_flex,2.5,ART,0.05,0,0,0,1,0,0
20,2x4,likert_5_flex,2.5,INT,0.05,0,0,0,0.5,0,0
20,2x4,likert_5_flex,2.5,PAR,0.01,0,0,0,0.5,0,0
20,2x4,likert_5_flex,2.5,RNK,0.01,0,0,0,0.5,0,0
20,2x4,likert_5_flex,2.5,ART,0.01,0,0,0,1,0,0
20,2x4,likert_5_flex,2.5,INT,0.01,0,0,0,0.5,0,0
20,2x4,likert_5_flex,3,PAR,0.05,0,0,0,0.5,0,0
20,2x4,likert_5_flex,3,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,3,ART,0.05,0,0,0,0.5,0,0
20,2x4,likert_5_flex,3,INT,0.05,0,0,0,0,0,0
20,2x4,likert_5_flex,3,PAR,0.01,0,0,0,0.5,0,0
20,2x4,likert_5_flex,3,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,3,ART,0.01,0,0,0,0,0,0
20,2x4,likert_5_flex,3,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7,1,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7,1,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7,1,ART,0.05,0,0,0,0,0,0
20,2x4,likert_7,1,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7,1,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7,1,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7,1,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7,1,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7,1.5,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7,1.5,RNK,0.05,0,0,0,0,0,0.5
20,2x4,likert_7,1.5,ART,0.05,0,0,0,0,0,0
20,2x4,likert_7,1.5,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7,1.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7,1.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7,1.5,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7,1.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7,2,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7,2,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7,2,ART,0.05,0,0,0,0,0,0
20,2x4,likert_7,2,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7,2,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7,2,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7,2,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7,2,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7,2.5,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7,2.5,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7,2.5,ART,0.05,0,0,0,0,0,0.5
20,2x4,likert_7,2.5,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7,2.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7,2.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7,2.5,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7,2.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7,3,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7,3,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7,3,ART,0.05,0,0,0,0,0,0
20,2x4,likert_7,3,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7,3,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7,3,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7,3,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7,3,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1,PAR,0.05,0,0,0,0,0,0.5
20,2x4,likert_7_flex,1,RNK,0.05,0,0,0,0,0,0.5
20,2x4,likert_7_flex,1,ART,0.05,0,0,0,0,0,0.5
20,2x4,likert_7_flex,1,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,1,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1,ART,0.01,0,0,0,0,0,0.5
20,2x4,likert_7_flex,1,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1.5,PAR,0.05,0,0,0,0.5,0,0
20,2x4,likert_7_flex,1.5,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,1.5,ART,0.05,0,0,0,0.5,0,0
20,2x4,likert_7_flex,1.5,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,1.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1.5,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,1.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,2,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,2,ART,0.05,0,0,0,0,0.5,0
20,2x4,likert_7_flex,2,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,2,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2.5,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,2.5,RNK,0.05,0,0,0,0.5,0,0
20,2x4,likert_7_flex,2.5,ART,0.05,0,0,0,0.5,0.5,0
20,2x4,likert_7_flex,2.5,INT,0.05,0,0,0,0.5,0,0
20,2x4,likert_7_flex,2.5,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2.5,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,2.5,ART,0.01,0,0,0,0.5,0,0
20,2x4,likert_7_flex,2.5,INT,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,3,PAR,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,3,RNK,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,3,ART,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,3,INT,0.05,0,0,0,0,0,0
20,2x4,likert_7_flex,3,PAR,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,3,RNK,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,3,ART,0.01,0,0,0,0,0,0
20,2x4,likert_7_flex,3,INT,0.01,0,0,0,0,0,0
