n,design,family,sdratio,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,2x3,likert_5_flex,2,ART,0.01,0,0,0,0.0974,0.0448,0.0534
20,2x3,likert_5_flex,2,INT,0.01,0,0,0,0.0412,0.0118,0.0112
20,2x3,likert_5_flex,2.5,PAR,0.05,0,0,0,0.2718,0.0546,0.0502
20,2x3,likert_5_flex,2.5,RNK,0.05,0,0,0,0.1576,0.0508,0.0518
20,2x3,likert_5_flex,2.5,ART,0.05,0,0,0,0.2356,0.1722,0.1918
20,2x3,likert_5_flex,2.5,INT,0.05,0,0,0,0.1546,0.0514,0.0522
20,2x3,likert_5_flex,2.5,PAR,0.01,0,0,0,0.1382,0.01,0.0092
20,2x3,likert_5_flex,2.5,RNK,0.01,0,0,0,0.0702,0.0114,0.011
20,2x3,likert_5_flex,2.5,ART,0.01,0,0,0,0.131,0.0538,0.0752
20,2x3,likert_5_flex,2.5,INT,0.01,0,0,0,0.068,0.0118,0.011
20,2x3,likert_5_flex,3,PAR,0.05,0,0,0,0.3208,0.0498,0.0448
20,2x3,likert_5_flex,3,RNK,0.05,0,0,0,0.1874,0.05,0.045
20,2x3,likert_5_flex,3,ART,0.05,0,0,0,0.2626,0.2096,0.22
20,2x3,likert_5_flex,3,INT,0.05,0,0,0,0.173,0.0492,0.047
20,2x3,likert_5_flex,3,PAR,0.01,0,0,0,0.1768,0.008,0.0098
20,2x3,likert_5_flex,3,RNK,0.01,0,0,0,0.092,0.008,0.0094
20,2x3,likert_5_flex,3,ART,0.01,0,0,0,0.1538,0.0774,0.0942
20,2x3,likert_5_flex,3,INT,0.01,0,0,0,0.0918,0.0076,0.0094
20,2x3,likert_7,1,PAR,0.05,0,0,0,0.056,0.0442,0.0488
20,2x3,likert_7,1,RNK,0.05,0,0,0,0.0552,0.0442,0.0496
20,2x3,likert_7,1,ART,0.05,0,0,0,0.0662,0.0452,0.053
20,2x3,likert_7,1,INT,0.05,0,0,0,0.0552,0.0432,0.0488
20,2x3,likert_7,1,PAR,0.01,0,0,0,0.0122,0.0086,0.0088
20,2x3,likert_7,1,RNK,0.01,0,0,0,0.012,0.0082,0.0088
20,2x3,likert_7,1,ART,0.01,0,0,0,0.0172,0.0092,0.0096
20,2x3,likert_7,1,INT,0.01,0,0,0,0.0116,0.0078,0.0096
20,2x3,likert_7,1.5,PAR,0.05,0,0,0,0.0532,0.0498,0.049
20,2x3,likert_7,1.5,RNK,0.05,0,0,0,0.0572,0.0488,0.0516
20,2x3,likert_7,1.5,ART,0.05,0,0,0,0.0608,0.0554,0.0564
20,2x3,likert_7,1.5,INT,0.05,0,0,0,0.0504,0.0502,0.0504
20,2x3,likert_7,1.5,PAR,0.01,0,0,0,0.011,0.0078,0.0094
20,2x3,likert_7,1.5,RNK,0.01,0,0,0,0.0104,0.0088,0.0104
20,2x3,likert_7,1.5,ART,0.01,0,0,0,0.014,0.012,0.0142
20,2x3,likert_7,1.5,INT,0.01,0,0,0,0.0086,0.0078,0.01
20,2x3,likert_7,2,PAR,0.05,0,0,0,0.0512,0.0494,0.0554
20,2x3,likert_7,2,RNK,0.05,0,0,0,0.0572,0.0514,0.054
20,2x3,likert_7,2,ART,0.05,0,0,0,0.07,0.0706,0.0824
20,2x3,likert_7,2,INT,0.05,0,0,0,0.0438,0.0492,0.0558
20,2x3,likert_7,2,PAR,0.01,0,0,0,0.0082,0.0106,0.0114
20,2x3,likert_7,2,RNK,0.01,0,0,0,0.0126,0.0102,0.012
20,2x3,likert_7,2,ART,0.01,0,0,0,0.018,0.0154,0.0186
20,2x3,likert_7,2,INT,0.01,0,0,0,0.0078,0.0098,0.0116
20,2x3,likert_7,2.5,PAR,0.05,0,0,0,0.0474,0.0496,0.054
20,2x3,likert_7,2.5,RNK,0.05,0,0,0,0.058,0.0506,0.056
20,2x3,likert_7,2.5,ART,0.05,0,0,0,0.0694,0.086,0.088
20,2x3,likert_7,2.5,INT,0.05,0,0,0,0.037,0.0498,0.0546
20,2x3,likert_7,2.5,PAR,0.01,0,0,0,0.011,0.013,0.011
20,2x3,likert_7,2.5,RNK,0.01,0,0,0,0.0138,0.0112,0.0104
20,2x3,likert_7,2.5,ART,0.01,0,0,0,0.0166,0.022,0.0254
20,2x3,likert_7,2.5,INT,0.01,0,0,0,0.0066,0.0126,0.0106
20,2x3,likert_7,3,PAR,0.05,0,0,0,0.0484,0.0524,0.0544
20,2x3,likert_7,3,RNK,0.05,0,0,0,0.062,0.0522,0.0538
20,2x3,likert_7,3,ART,0.05,0,0,0,0.0762,0.1078,0.1104
20,2x3,likert_7,3,INT,0.05,0,0,0,0.0348,0.0518,0.0554
20,2x3,likert_7,3,PAR,0.01,0,0,0,0.0094,0.0118,0.0108
20,2x3,likert_7,3,RNK,0.01,0,0,0,0.0146,0.0112,0.0112
20,2x3,likert_7,3,ART,0.01,0,0,0,0.0184,0.0302,0.0318
20,2x3,likert_7,3,INT,0.01,0,0,0,0.006,0.0118,0.0112
20,2x3,likert_7_flex,1,PAR,0.05,0,0,0,0.0508,0.0482,0.0514
20,2x3,likert_7_flex,1,RNK,0.05,0,0,0,0.049,0.0492,0.0502
20,2x3,likert_7_flex,1,ART,0.05,0,0,0,0.0938,0.0536,0.0662
20,2x3,likert_7_flex,1,INT,0.05,0,0,0,0.0524,0.0496,0.0492
20,2x3,likert_7_flex,1,PAR,0.01,0,0,0,0.0098,0.0088,0.0096
20,2x3,likert_7_flex,1,RNK,0.01,0,0,0,0.0102,0.0104,0.0108
20,2x3,likert_7_flex,1,ART,0.01,0,0,0,0.0318,0.0124,0.016
20,2x3,likert_7_flex,1,INT,0.01,0,0,0,0.0098,0.0092,0.0108
20,2x3,likert_7_flex,1.5,PAR,0.05,0,0,0,0.0808,0.0488,0.0486
20,2x3,likert_7_flex,1.5,RNK,0.05,0,0,0,0.0542,0.0528,0.0488
20,2x3,likert_7_flex,1.5,ART,0.05,0,0,0,0.0992,0.0698,0.0788
20,2x3,likert_7_flex,1.5,INT,0.05,0,0,0,0.0532,0.0502,0.0526
20,2x3,likert_7_flex,1.5,PAR,0.01,0,0,0,0.0234,0.011,0.0094
20,2x3,likert_7_flex,1.5,RNK,0.01,0,0,0,0.0138,0.0102,0.0102
20,2x3,likert_7_flex,1.5,ART,0.01,0,0,0,0.0358,0.0182,0.025
20,2x3,likert_7_flex,1.5,INT,0.01,0,0,0,0.0126,0.0116,0.0106
20,2x3,likert_7_flex,2,PAR,0.05,0,0,0,0.1506,0.0564,0.0494
20,2x3,likert_7_flex,2,RNK,0.05,0,0,0,0.0752,0.0536,0.05
20,2x3,likert_7_flex,2,ART,0.05,0,0,0,0.126,0.113,0.1178
20,2x3,likert_7_flex,2,INT,0.05,0,0,0,0.0682,0.0538,0.0488
20,2x3,likert_7_flex,2,PAR,0.01,0,0,0,0.0508,0.0108,0.0108
20,2x3,likert_7_flex,2,RNK,0.01,0,0,0,0.0196,0.012,0.0116
20,2x3,likert_7_flex,2,ART,0.01,0,0,0,0.0486,0.0338,0.0382
20,2x3,likert_7_flex,2,INT,0.01,0,0,0,0.0164,0.0114,0.012
20,2x3,likert_7_flex,2.5,PAR,0.05,0,0,0,0.2078,0.0518,0.0482
20,2x3,likert_7_flex,2.5,RNK,0.05,0,0,0,0.0958,0.0546,0.0504
20,2x3,likert_7_flex,2.5,ART,0.05,0,0,0,0.145,0.1502,0.1556
20,2x3,likert_7_flex,2.5,INT,0.05,0,0,0,0.0804,0.0506,0.05
20,2x3,likert_7_flex,2.5,PAR,0.01,0,0,0,0.0884,0.011,0.0102
20,2x3,likert_7_flex,2.5,RNK,0.01,0,0,0,0.0294,0.0098,0.01
20,2x3,likert_7_flex,2.5,ART,0.01,0,0,0,0.0646,0.0482,0.056
20,2x3,likert_7_flex,2.5,INT,0.01,0,0,0,0.0256,0.0096,0.0104
20,2x3,likert_7_flex,3,PAR,0.05,0,0,0,0.2536,0.047,0.05
20,2x3,likert_7_flex,3,RNK,0.05,0,0,0,0.1142,0.0474,0.0472
20,2x3,likert_7_flex,3,ART,0.05,0,0,0,0.1646,0.1792,0.1822
20,2x3,likert_7_flex,3,INT,0.05,0,0,0,0.0918,0.0476,0.0476
20,2x3,likert_7_flex,3,PAR,0.01,0,0,0,0.1284,0.01,0.0106
20,2x3,likert_7_flex,3,RNK,0.01,0,0,0,0.0448,0.0082,0.009
20,2x3,likert_7_flex,3,ART,0.01,0,0,0,0.0812,0.0664,0.069
20,2x3,likert_7_flex,3,INT,0.01,0,0,0,0.0374,0.01,0.0098
20,2x4,norm,1,PAR,0.05,0,0,0,0.0498,0.0522,0.054
20,2x4,norm,1,RNK,0.05,0,0,0,0.0514,0.0526,0.0586
20,2x4,norm,1,ART,0.05,0,0,0,0.0506,0.0514,0.0554
20,2x4,norm,1,INT,0.05,0,0,0,0.0504,0.0524,0.053
20,2x4,norm,1,PAR,0.01,0,0,0,0.0096,0.0086,0.011
20,2x4,norm,1,RNK,0.01,0,0,0,0.011,0.008,0.0114
20,2x4,norm,1,ART,0.01,0,0,0,0.011,0.008,0.0116
20,2x4,norm,1,INT,0.01,0,0,0,0.0104,0.0094,0.0106
20,2x4,norm,1.5,PAR,0.05,0,0,0,0.0552,0.0512,0.0484
20,2x4,norm,1.5,RNK,0.05,0,0,0,0.0556,0.0514,0.0492
20,2x4,norm,1.5,ART,0.05,0,0,0,0.056,0.0614,0.061
20,2x4,norm,1.5,INT,0.05,0,0,0,0.0484,0.0514,0.05
20,2x4,norm,1.5,PAR,0.01,0,0,0,0.0098,0.0094,0.0096
20,2x4,norm,1.5,RNK,0.01,0,0,0,0.008,0.0098,0.0094
20,2x4,norm,1.5,ART,0.01,0,0,0,0.0084,0.0132,0.0138
20,2x4,norm,1.5,INT,0.01,0,0,0,0.0074,0.009,0.0116
20,2x4,norm,2,PAR,0.05,0,0,0,0.052,0.0516,0.0544
20,2x4,norm,2,RNK,0.05,0,0,0,0.056,0.0544,0.0532
20,2x4,norm,2,ART,0.05,0,0,0,0.0532,0.088,0.0848
20,2x4,norm,2,INT,0.05,0,0,0,0.0398,0.0526,0.0506
20,2x4,norm,2,PAR,0.01,0,0,0,0.012,0.0112,0.0112
20,2x4,norm,2,RNK,0.01,0,0,0,0.0104,0.012,0.0124
20,2x4,norm,2,ART,0.01,0,0,0,0.0106,0.022,0.023
20,2x4,norm,2,INT,0.01,0,0,0,0.0066,0.0114,0.0132
20,2x4,norm,2.5,PAR,0.05,0,0,0,0.0526,0.0538,0.0592
20,2x4,norm,2.5,RNK,0.05,0,0,0,0.0558,0.055,0.0522
20,2x4,norm,2.5,ART,0.05,0,0,0,0.0542,0.1176,0.1158
20,2x4,norm,2.5,INT,0.05,0,0,0,0.0322,0.0548,0.0564
20,2x4,norm,2.5,PAR,0.01,0,0,0,0.0094,0.0112,0.0112
20,2x4,norm,2.5,RNK,0.01,0,0,0,0.011,0.0108,0.0094
20,2x4,norm,2.5,ART,0.01,0,0,0,0.0108,0.0338,0.0332
20,2x4,norm,2.5,INT,0.01,0,0,0,0.0054,0.0112,0.011
20,2x4,norm,3,PAR,0.05,0,0,0,0.0506,0.057,0.0508
20,2x4,norm,3,RNK,0.05,0,0,0,0.0522,0.057,0.0538
20,2x4,norm,3,ART,0.05,0,0,0,0.0536,0.1524,0.1472
20,2x4,norm,3,INT,0.05,0,0,0,0.0312,0.0548,0.0544
20,2x4,norm,3,PAR,0.01,0,0,0,0.0106,0.011,0.0108
20,2x4,norm,3,RNK,0.01,0,0,0,0.0118,0.0122,0.0128
20,2x4,norm,3,ART,0.01,0,0,0,0.012,0.0514,0.0484
20,2x4,norm,3,INT,0.01,0,0,0,0.006,0.0114,0.0116
20,2x4,likert_5,1,PAR,0.05,0,0,0,0.0442,0.0476,0.0524
20,2x4,likert_5,1,RNK,0.05,0,0,0,0.0434,0.0478,0.0522
20,2x4,likert_5,1,ART,0.05,0,0,0,0.0608,0.0462,0.0608
20,2x4,likert_5,1,INT,0.05,0,0,0,0.044,0.047,0.0522
20,2x4,likert_5,1,PAR,0.01,0,0,0,0.0084,0.0078,0.0106
20,2x4,likert_5,1,RNK,0.01,0,0,0,0.0098,0.008,0.0094
20,2x4,likert_5,1,ART,0.01,0,0,0,0.0128,0.0086,0.0124
20,2x4,likert_5,1,INT,0.01,0,0,0,0.0086,0.0076,0.0096
20,2x4,likert_5,1.5,PAR,0.05,0,0,0,0.0524,0.0556,0.0534
20,2x4,likert_5,1.5,RNK,0.05,0,0,0,0.0548,0.0546,0.0512
20,2x4,likert_5,1.5,ART,0.05,0,0,0,0.0652,0.0656,0.0736
20,2x4,likert_5,1.5,INT,0.05,0,0,0,0.0504,0.0566,0.0534
20,2x4,likert_5,1.5,PAR,0.01,0,0,0,0.0098,0.01,0.014
20,2x4,likert_5,1.5,RNK,0.01,0,0,0,0.0098,0.0098,0.0126
20,2x4,likert_5,1.5,ART,0.01,0,0,0,0.0144,0.0146,0.0188
20,2x4,likert_5,1.5,INT,0.01,0,0,0,0.0094,0.0102,0.014
20,2x4,likert_5,2,PAR,0.05,0,0,0,0.0492,0.0456,0.0472
20,2x4,likert_5,2,RNK,0.05,0,0,0,0.05,0.0468,0.0468
20,2x4,likert_5,2,ART,0.05,0,0,0,0.0666,0.0856,0.088
20,2x4,likert_5,2,INT,0.05,0,0,0,0.0428,0.0478,0.048
20,2x4,likert_5,2,PAR,0.01,0,0,0,0.0096,0.009,0.009
20,2x4,likert_5,2,RNK,0.01,0,0,0,0.0096,0.0096,0.0078
20,2x4,likert_5,2,ART,0.01,0,0,0,0.016,0.0206,0.0214
20,2x4,likert_5,2,INT,0.01,0,0,0,0.008,0.0096,0.0086
20,2x4,likert_5,2.5,PAR,0.05,0,0,0,0.053,0.0546,0.0528
20,2x4,likert_5,2.5,RNK,0.05,0,0,0,0.0592,0.0524,0.052
20,2x4,likert_5,2.5,ART,0.05,0,0,0,0.077,0.1128,0.121
20,2x4,likert_5,2.5,INT,0.05,0,0,0,0.0388,0.0548,0.0522
20,2x4,likert_5,2.5,PAR,0.01,0,0,0,0.012,0.0128,0.0138
20,2x4,likert_5,2.5,RNK,0.01,0,0,0,0.0126,0.0122,0.0126
20,2x4,likert_5,2.5,ART,0.01,0,0,0,0.0192,0.0322,0.0396
20,2x4,likert_5,2.5,INT,0.01,0,0,0,0.0068,0.012,0.014
20,2x4,likert_5,3,PAR,0.05,0,0,0,0.0532,0.0498,0.05
20,2x4,likert_5,3,RNK,0.05,0,0,0,0.0602,0.0486,0.0474
20,2x4,likert_5,3,ART,0.05,0,0,0,0.0728,0.1584,0.167
20,2x4,likert_5,3,INT,0.05,0,0,0,0.0392,0.0502,0.0502
20,2x4,likert_5,3,PAR,0.01,0,0,0,0.0116,0.0106,0.0112
20,2x4,likert_5,3,RNK,0.01,0,0,0,0.013,0.0104,0.0102
20,2x4,likert_5,3,ART,0.01,0,0,0,0.0194,0.045,0.0516
20,2x4,likert_5,3,INT,0.01,0,0,0,0.0076,0.0106,0.0116
20,2x4,likert_5_flex,1,PAR,0.05,0,0,0,0.049,0.0548,0.0468
20,2x4,likert_5_flex,1,RNK,0.05,0,0,0,0.051,0.0528,0.0472
20,2x4,likert_5_flex,1,ART,0.05,0,0,0,0.1126,0.061,0.0874
20,2x4,likert_5_flex,1,INT,0.05,0,0,0,0.0512,0.0546,0.0452
20,2x4,likert_5_flex,1,PAR,0.01,0,0,0,0.0116,0.0118,0.0104
20,2x4,likert_5_flex,1,RNK,0.01,0,0,0,0.0122,0.0124,0.0094
20,2x4,likert_5_flex,1,ART,0.01,0,0,0,0.0412,0.0136,0.0288
20,2x4,likert_5_flex,1,INT,0.01,0,0,0,0.0112,0.013,0.0106
20,2x4,likert_5_flex,1.5,PAR,0.05,0,0,0,0.1112,0.0486,0.0516
20,2x4,likert_5_flex,1.5,RNK,0.05,0,0,0,0.0742,0.0516,0.053
20,2x4,likert_5_flex,1.5,ART,0.05,0,0,0,0.133,0.0874,0.1224
20,2x4,likert_5_flex,1.5,INT,0.05,0,0,0,0.0758,0.0522,0.0522
20,2x4,likert_5_flex,1.5,PAR,0.01,0,0,0,0.032,0.0116,0.0098
20,2x4,likert_5_flex,1.5,RNK,0.01,0,0,0,0.0178,0.0114,0.0088
20,2x4,likert_5_flex,1.5,ART,0.01,0,0,0,0.0536,0.0226,0.039
20,2x4,likert_5_flex,1.5,INT,0.01,0,0,0,0.0198,0.011,0.009
20,2x4,likert_5_flex,2,PAR,0.05,0,0,0,0.201,0.0562,0.05
20,2x4,likert_5_flex,2,RNK,0.05,0,0,0,0.1104,0.0546,0.0498
20,2x4,likert_5_flex,2,ART,0.05,0,0,0,0.166,0.1456,0.1638
20,2x4,likert_5_flex,2,INT,0.05,0,0,0,0.1116,0.0562,0.0482
20,2x4,likert_5_flex,2,PAR,0.01,0,0,0,0.0806,0.0124,0.0106
20,2x4,likert_5_flex,2,RNK,0.01,0,0,0,0.038,0.0128,0.0112
20,2x4,likert_5_flex,2,ART,0.01,0,0,0,0.079,0.0496,0.071
20,2x4,likert_5_flex,2,INT,0.01,0,0,0,0.042,0.012,0.0098
20,2x4,likert_5_flex,2.5,PAR,0.05,0,0,0,0.2946,0.0494,0.0482
20,2x4,likert_5_flex,2.5,RNK,0.05,0,0,0,0.159,0.052,0.0516
20,2x4,likert_5_flex,2.5,ART,0.05,0,0,0,0.2128,0.2138,0.2228
20,2x4,likert_5_flex,2.5,INT,0.05,0,0,0,0.1582,0.053,0.0508
20,2x4,likert_5_flex,2.5,PAR,0.01,0,0,0,0.1506,0.0102,0.0108
20,2x4,likert_5_flex,2.5,RNK,0.01,0,0,0,0.0702,0.01,0.0106
20,2x4,likert_5_flex,2.5,ART,0.01,0,0,0,0.1168,0.0814,0.1036
20,2x4,likert_5_flex,2.5,INT,0.01,0,0,0,0.0698,0.0106,0.0108
20,2x4,likert_5_flex,3,PAR,0.05,0,0,0,0.3352,0.051,0.051
20,2x4,likert_5_flex,3,RNK,0.05,0,0,0,0.1844,0.0512,0.0516
20,2x4,likert_5_flex,3,ART,0.05,0,0,0,0.2428,0.254,0.2724
20,2x4,likert_5_flex,3,INT,0.05,0,0,0,0.1732,0.0534,0.0536
20,2x4,likert_5_flex,3,PAR,0.01,0,0,0,0.191,0.0114,0.0104
20,2x4,likert_5_flex,3,RNK,0.01,0,0,0,0.0902,0.0112,0.01
20,2x4,likert_5_flex,3,ART,0.01,0,0,0,0.1368,0.1118,0.1334
20,2x4,likert_5_flex,3,INT,0.01,0,0,0,0.0906,0.0126,0.0098
20,2x4,likert_7,1,PAR,0.05,0,0,0,0.0496,0.0474,0.0494
20,2x4,likert_7,1,RNK,0.05,0,0,0,0.0498,0.0468,0.0492
20,2x4,likert_7,1,ART,0.05,0,0,0,0.0528,0.05,0.052
20,2x4,likert_7,1,INT,0.05,0,0,0,0.0474,0.047,0.05
20,2x4,likert_7,1,PAR,0.01,0,0,0,0.0098,0.0098,0.0088
20,2x4,likert_7,1,RNK,0.01,0,0,0,0.01,0.0092,0.009
20,2x4,likert_7,1,ART,0.01,0,0,0,0.0114,0.0096,0.0108
20,2x4,likert_7,1,INT,0.01,0,0,0,0.0092,0.0094,0.009
20,2x4,likert_7,1.5,PAR,0.05,0,0,0,0.0572,0.05,0.055
20,2x4,likert_7,1.5,RNK,0.05,0,0,0,0.057,0.0484,0.054
20,2x4,likert_7,1.5,ART,0.05,0,0,0,0.0674,0.0578,0.0682
20,2x4,likert_7,1.5,INT,0.05,0,0,0,0.0534,0.0508,0.0544
20,2x4,likert_7,1.5,PAR,0.01,0,0,0,0.0112,0.0094,0.0128
20,2x4,likert_7,1.5,RNK,0.01,0,0,0,0.0128,0.009,0.0134
20,2x4,likert_7,1.5,ART,0.01,0,0,0,0.0124,0.014,0.0172
20,2x4,likert_7,1.5,INT,0.01,0,0,0,0.0094,0.0098,0.0132
20,2x4,likert_7,2,PAR,0.05,0,0,0,0.0536,0.051,0.046
20,2x4,likert_7,2,RNK,0.05,0,0,0,0.0556,0.0522,0.0466
20,2x4,likert_7,2,ART,0.05,0,0,0,0.0634,0.0754,0.078
20,2x4,likert_7,2,INT,0.05,0,0,0,0.0442,0.0498,0.0458
20,2x4,likert_7,2,PAR,0.01,0,0,0,0.0114,0.0088,0.0102
20,2x4,likert_7,2,RNK,0.01,0,0,0,0.0122,0.0102,0.0088
20,2x4,likert_7,2,ART,0.01,0,0,0,0.0134,0.0196,0.0182
20,2x4,likert_7,2,INT,0.01,0,0,0,0.008,0.0098,0.0094
20,2x4,likert_7,2.5,PAR,0.05,0,0,0,0.0548,0.0536,0.0566
20,2x4,likert_7,2.5,RNK,0.05,0,0,0,0.054,0.055,0.0562
20,2x4,likert_7,2.5,ART,0.05,0,0,0,0.06,0.1022,0.1092
20,2x4,likert_7,2.5,INT,0.05,0,0,0,0.0362,0.0548,0.0552
20,2x4,likert_7,2.5,PAR,0.01,0,0,0,0.0104,0.0118,0.0102
20,2x4,likert_7,2.5,RNK,0.01,0,0,0,0.0134,0.0108,0.0112
20,2x4,likert_7,2.5,ART,0.01,0,0,0,0.0162,0.0258,0.0274
20,2x4,likert_7,2.5,INT,0.01,0,0,0,0.0074,0.0118,0.0102
20,2x4,likert_7,3,PAR,0.05,0,0,0,0.048,0.0534,0.0508
20,2x4,likert_7,3,RNK,0.05,0,0,0,0.056,0.0536,0.0512
20,2x4,likert_7,3,ART,0.05,0,0,0,0.0634,0.1222,0.1332
20,2x4,likert_7,3,INT,0.05,0,0,0,0.0332,0.0518,0.051
20,2x4,likert_7,3,PAR,0.01,0,0,0,0.01,0.011,0.0096
20,2x4,likert_7,3,RNK,0.01,0,0,0,0.013,0.0102,0.0094
20,2x4,likert_7,3,ART,0.01,0,0,0,0.015,0.036,0.037
20,2x4,likert_7,3,INT,0.01,0,0,0,0.0058,0.0104,0.0096
20,2x4,likert_7_flex,1,PAR,0.05,0,0,0,0.0508,0.0514,0.046
20,2x4,likert_7_flex,1,RNK,0.05,0,0,0,0.0512,0.0492,0.0474
20,2x4,likert_7_flex,1,ART,0.05,0,0,0,0.0786,0.053,0.0718
20,2x4,likert_7_flex,1,INT,0.05,0,0,0,0.0508,0.048,0.0452
20,2x4,likert_7_flex,1,PAR,0.01,0,0,0,0.0102,0.0102,0.0094
20,2x4,likert_7_flex,1,RNK,0.01,0,0,0,0.0092,0.01,0.0074
20,2x4,likert_7_flex,1,ART,0.01,0,0,0,0.019,0.0116,0.017
20,2x4,likert_7_flex,1,INT,0.01,0,0,0,0.0094,0.0108,0.0084
20,2x4,likert_7_flex,1.5,PAR,0.05,0,0,0,0.0876,0.0476,0.0496
20,2x4,likert_7_flex,1.5,RNK,0.05,0,0,0,0.0584,0.0516,0.0508
20,2x4,likert_7_flex,1.5,ART,0.05,0,0,0,0.0918,0.077,0.0952
20,2x4,likert_7_flex,1.5,INT,0.05,0,0,0,0.0554,0.0514,0.0502
20,2x4,likert_7_flex,1.5,PAR,0.01,0,0,0,0.0234,0.0102,0.0088
20,2x4,likert_7_flex,1.5,RNK,0.01,0,0,0,0.012,0.01,0.0094
20,2x4,likert_7_flex,1.5,ART,0.01,0,0,0,0.0306,0.0192,0.0268
20,2x4,likert_7_flex,1.5,INT,0.01,0,0,0,0.0128,0.0112,0.0082
20,2x4,likert_7_flex,2,PAR,0.05,0,0,0,0.1632,0.0516,0.0472
20,2x4,likert_7_flex,2,RNK,0.05,0,0,0,0.074,0.0486,0.0472
20,2x4,likert_7_flex,2,ART,0.05,0,0,0,0.1122,0.1288,0.1328
20,2x4,likert_7_flex,2,INT,0.05,0,0,0,0.0652,0.052,0.0464
20,2x4,likert_7_flex,2,PAR,0.01,0,0,0,0.0566,0.0078,0.0096
20,2x4,likert_7_flex,2,RNK,0.01,0,0,0,0.018,0.0088,0.0086
20,2x4,likert_7_flex,2,ART,0.01,0,0,0,0.0412,0.0336,0.048
20,2x4,likert_7_flex,2,INT,0.01,0,0,0,0.018,0.0084,0.0098
20,2x4,likert_7_flex,2.5,PAR,0.05,0,0,0,0.2412,0.0468,0.0486
20,2x4,likert_7_flex,2.5,RNK,0.05,0,0,0,0.1042,0.0494,0.0412
20,2x4,likert_7_flex,2.5,ART,0.05,0,0,0,0.1532,0.169,0.184
20,2x4,likert_7_flex,2.5,INT,0.05,0,0,0,0.0898,0.0498,0.043
20,2x4,likert_7_flex,2.5,PAR,0.01,0,0,0,0.1142,0.0104,0.0088
20,2x4,likert_7_flex,2.5,RNK,0.01,0,0,0,0.0324,0.0092,0.0062
20,2x4,likert_7_flex,2.5,ART,0.01,0,0,0,0.0676,0.0612,0.0722
20,2x4,likert_7_flex,2.5,INT,0.01,0,0,0,0.0314,0.0098,0.0092
20,2x4,likert_7_flex,3,PAR,0.05,0,0,0,0.2584,0.0522,0.0542
20,2x4,likert_7_flex,3,RNK,0.05,0,0,0,0.108,0.0506,0.0542
20,2x4,likert_7_flex,3,ART,0.05,0,0,0,0.1654,0.2214,0.2316
20,2x4,likert_7_flex,3,INT,0.05,0,0,0,0.0894,0.05,0.055
20,2x4,likert_7_flex,3,PAR,0.01,0,0,0,0.1348,0.0092,0.0146
20,2x4,likert_7_flex,3,RNK,0.01,0,0,0,0.041,0.0104,0.015
20,2x4,likert_7_flex,3,ART,0.01,0,0,0,0.0712,0.09,0.1066
20,2x4,likert_7_flex,3,INT,0.01,0,0,0,0.0356,0.0112,0.0146
